ID ra dec pmRA pmDEC Tmag objType typeSrc version HIP TYC UCAC TWOMASS SDSS ALLWISE GAIA APASS KIC POSflag e_pmRA e_pmDEC PMflag plx e_plx PARflag gallong gallat eclong eclat Bmag e_Bmag Vmag e_Vmag umag e_umag gmag e_gmag rmag e_rmag imag e_imag zmag e_zmag Jmag e_Jmag Hmag e_Hmag Kmag e_Kmag TWOMflag prox w1mag e_w1mag w2mag e_w2mag w3mag e_w3mag w4mag e_w4mag GAIAmag e_GAIAmag e_Tmag TESSflag SPFlag Teff e_Teff logg e_logg MH e_MH rad e_rad mass e_mass rho e_rho lumclass lum e_lum d e_d ebv e_ebv numcont contratio disposition duplicate_id priority eneg_EBV epos_EBV EBVflag eneg_Mass epos_Mass eneg_Rad epos_Rad eneg_rho epos_rho eneg_logg epos_logg eneg_lum epos_lum eneg_dist epos_dist distflag eneg_Teff epos_Teff TeffFlag gaiabp e_gaiabp gaiarp e_gaiarp gaiaqflag starchareFlag VmagFlag BmagFlag splists e_RA e_Dec RA_orig Dec_orig e_RA_orig e_Dec_orig raddflag wdflag dstArcSec
93554980 130.186624703678 -52.9777603439727 9.16572 -15.3443 12.2681 STAR tmgaia2 20190415 "" "" 186-020490 08404478-5258398 "" J084044.80-525840.1 5318543287816112000 24741907 "" tmgaia2 0.0402308 0.0405891 gaia2 1.2673 0.0218908 gaia2 270.337117215899 -6.77956145632881 164.953330874263 -66.2758912539459 13.933 0.016 13.038 0.08 nan nan nan nan nan nan nan nan nan nan 11.337 0.026 10.945 0.026 10.781 0.021 AAA-222-111-000-0-0 nan 10.761 0.023 10.784 0.02 10.79 0.141 8.697 nan 12.8522 0.000948 0.0064 rered gaia2 5878.0 130.381 3.71185 0.0742273 nan nan 2.37554 0.116422 1.06 0.129324 0.0790717 0.0164795 DWARF 6.069265 0.3399835 771.785 13.143 0.256823 0.0107292049 965 0.4336749 "" "" 2.07051489e-05 0.0114688 0.00998961 schlegel 0.152403 0.106246 0.094594 0.13825 0.0127641 0.0201949 0.0615941 0.0868604 0.397698 0.282269 12.924 13.362 bj2018 142.942 117.82 dered 13.3377 0.002945 12.2126 0.002499 1 "" ucac4 apassdr9 "" 0.696986242271357 0.629506683909319 130.186690244086 -52.9778264097258 0.0193195687155283 0.0217436660295581 1 0 230.3057985105878
93554592 130.135713949263 -53.0995971549497 -5.34115 7.19361 11.6721 STAR tmgaia2 20190415 "" "" 185-021171 08403257-5305584 "" J084032.56-530558.4 5318495317315367552 26281588 "" tmgaia2 0.0460647 0.0486786 gaia2 0.281134 0.0225717 gaia2 270.416211985448 -6.87761105803136 165.08864458377 -66.3891642016369 15.25 0.099 13.325 0.092 nan nan nan nan nan nan nan nan nan nan 10.115 0.026 9.323 0.026 9.028 0.021 AAA-222-111-000-0-0 nan 8.902 0.023 9.034 0.02 8.928 0.033 9.203 0.434 12.6776 0.000262 0.0065 rered gaia2 4415.0 122.0 nan nan nan nan 28.0395 nan nan nan nan nan GIANT nan nan 3231.4 241.85 0.44689 0.00484174 "" nan "" "" nan 0.00504909 0.00463439 schlegel nan nan nan nan nan nan nan nan nan nan 224.24 259.46 bj2018 nan nan dered 13.7051 0.002597 11.6812 0.000853 1 "" ucac4 apassdr9 "" 0.798447640994404 0.754901082568588 130.13567564875 -53.0995661824681 0.0209345083966477 0.0240370428367518 0 0 239.82162747232584
93554978 130.204243276411 -52.9779510317328 -1.89759 2.93752 12.5155 STAR tmgaia2 20190415 "" "" 186-020509 08404902-5258405 "" J084049.01-525840.5 5318543219096643968 24741927 "" tmgaia2 0.0263634 0.026268 gaia2 0.757562 0.0145137 gaia2 270.343734302256 -6.7712307000558 164.973934465949 -66.269269779831 14.626 0.035 13.581 0.092 nan nan nan nan nan nan nan nan nan nan 11.459 0.023 10.937 0.023 10.793 0.023 AAA-222-111-000-0-0 nan 10.699 0.023 10.763 0.021 10.76 0.144 9.378 0.531 13.2155 0.000195 0.0064 rered gaia2 5523.0 122.0 nan nan nan nan 4.24892 nan nan nan nan nan GIANT nan nan 1271.95 23.665 0.346334 0.003326575 "" nan "" "" nan 0.00330262 0.00335053 schlegel nan nan nan nan nan nan nan nan nan nan 23.23 24.1 bj2018 nan nan dered 13.825 0.001267 12.4679 0.000895 1 "" ucac4 apassdr9 "" 0.456737628069424 0.40739894087123 130.204229707442 -52.9779383840779 0.0126460957724033 0.0141250595397018 0 0 251.18123178302477
93549506 130.012254203051 -53.038885173508 -5.48166 6.27762 12.8413 STAR tmgaia2 20190415 "" "" 185-021048 08400293-5302200 "" J084002.94-530220.0 5318542016505705984 "" "" tmgaia2 0.0319811 0.0295297 gaia2 0.290498 0.0169216 gaia2 270.322351604277 -6.9000986105592 164.849316155395 -66.3899121632933 nan nan 14.258 0.137 nan nan nan nan nan nan nan nan nan nan 11.403 0.024 10.634 0.024 10.47 0.023 AAA-222-111-000-0-0 nan 10.28 0.023 10.379 0.02 10.367 0.075 9.441 nan 13.7638 0.000236 0.0064 rered gaia2 4746.0 122.0 nan nan nan nan 13.5781 nan nan nan nan nan GIANT nan nan 3133.88 170.39 0.455734 0.00382493 "" nan "" "" nan 0.00393505 0.00371481 schlegel nan nan nan nan nan nan nan nan nan nan 161.34 179.44 bj2018 nan nan dered 14.6534 0.002524 12.8274 0.001572 1 "" ucac4 "" "" 0.554200482597953 0.457996901646585 130.012214950337 -53.0388581448726 0.0150185055196249 0.0161986857722821 0 0 262.23927306585017
93555050 130.139983398721 -52.9582961918719 -3.3675 5.65974 12.8955 STAR tmgaia2 20190415 "" "" 186-020457 08403359-5257297 "" J084033.59-525729.8 5318544009370582912 "" "" tmgaia2 0.0296782 0.028354 gaia2 0.317551 0.0166493 gaia2 270.304398859247 -6.79016164560626 164.868695197575 -66.2788115302416 nan nan 14.292 0.08 nan nan nan nan nan nan nan nan nan nan 11.535 0.026 10.842 0.023 10.663 0.021 AAA-222-111-000-0-0 nan 10.559 0.023 10.659 0.021 10.726 0.152 8.75 nan 13.7687 0.000233 0.0065 rered gaia2 5022.0 122.0 nan nan nan nan 10.9635 nan nan nan nan nan GIANT nan nan 2889.42 142.525 0.469813 0.00436961 "" nan "" "" nan 0.00445323 0.00428599 schlegel nan nan nan nan nan nan nan nan nan nan 135.64 149.41 bj2018 nan nan dered 14.586 0.002405 12.8724 0.001442 1 "" ucac4 "" "" 0.514121129587126 0.439756715353611 130.139959329912 -52.9582718235491 0.0142203105217893 0.0153995301745391 0 0 269.35904644426637
93554662 130.238313165187 -53.0786938302653 -4.44452 3.95428 11.5318 STAR tmgaia2 20190415 "" "" 185-021247 08405719-5304432 "" J084057.19-530443.2 5318495523473797120 24741947 "" tmgaia2 1.13876 1.1394 hsoy nan nan "" 270.436983520123 -6.81589862592775 165.17333189567 -66.3336602338968 12.464 0.042 12.015 0.069 nan nan nan nan nan nan nan nan nan nan 10.992 0.026 10.773 0.024 10.718 0.023 AAA-222-111-000-0-0 nan 10.67 0.023 10.698 0.021 10.639 0.151 9.343 nan 11.8865 0.000233 0.006 gbprp splin 6751.0 nan nan nan nan nan 1.59439 nan nan nan nan nan DWARF nan nan 514.368 nan nan nan 1059 0.147568688 "" "" 6.20427745e-05 nan nan "" nan nan nan nan nan nan nan nan nan nan nan nan "" nan nan dered 12.1455 0.001171 11.4739 0.00071 0 "" ucac4 apassdr9 "" 19.7373008450406 17.6695893344847 130.238281309737 -53.0786768048972 0.537153085052212 0.56041302566526 1 0 281.0407895544058
93549696 130.105507412135 -53.1093024526596 -4.17498 1.16075 12.4138 STAR tmgaia2 20190415 "" "" 185-021145 08402531-5306334 "" J084025.31-530633.4 5318493809790757248 26281429 "" tmgaia2 0.0299894 0.0271174 gaia2 0.381033 0.0144143 gaia2 270.412966866746 -6.89792563993957 165.069369187565 -66.4082300102249 15.811 0.053 13.973 0.103 nan nan nan nan nan nan nan nan nan nan 10.927 0.023 10.133 0.024 9.909 0.019 AAA-222-111-000-0-0 nan 9.776 0.023 9.896 0.02 9.766 0.06 9.35 nan 13.381 0.000245 0.0063 rered gaia2 4488.0 122.0 nan nan nan nan 14.1511 nan nan nan nan nan GIANT nan nan 2441.23 86.63 0.422124 0.003701565 "" nan "" "" nan 0.00372725 0.00367588 schlegel nan nan nan nan nan nan nan nan nan nan 83.62 89.64 bj2018 nan nan dered 14.3456 0.002384 12.4073 0.000749 1 "" ucac4 apassdr9 "" 0.519831071051662 0.420568098465316 130.10547746728 -53.1092974549897 0.0135305160232288 0.014452516688863 0 0 281.0517505205552
93554928 130.260183186949 -52.9986218089637 -14.8131 14.5857 11.9461 STAR tmgaia2 20190415 "" "" 186-020559 08410245-5259549 "" J084102.42-525954.9 5318501918689051904 24741965 "" tmgaia2 0.0427274 0.0427834 gaia2 2.80683 0.0228075 gaia2 270.38083243035 -6.75694498815229 165.071121597524 -66.2636856309571 13.25 0.036 12.572 0.069 nan nan nan nan nan nan nan nan nan nan 11.284 0.023 10.986 0.029 10.89 0.023 AAA-222-111-000-0-0 nan 10.813 0.023 10.862 0.021 10.729 0.11 8.955 0.441 12.4059 0.00019 0.006 rered gaia2 6181.0 128.678 4.48034 0.0840787 nan nan 1.03467 0.0462512 1.18 0.1732 1.06531 0.238818 DWARF 1.40777981 0.0610928 352.672 2.858 0.139111 0.0101790447 968 0.359206527 "" "" 8.798288e-05 0.00892219 0.0114359 schlegel 0.164985 0.181414 0.0408819 0.0516206 0.25187 0.225766 0.0868311 0.0813263 0.0763571 0.0458285 2.835 2.881 bj2018 126.583 130.774 dered 12.7704 0.00095 11.8908 0.000649 1 "" ucac4 apassdr9 "" 0.740291045167612 0.66351439735356 130.260077213207 -52.9985590094686 0.0199797888898845 0.0222061913026018 1 0 301.972278073292
93554973 130.244610693319 -52.9812176097247 1.75037 2.28577 12.8072 STAR tmgaia2 20190415 "" "" 186-020541 08405872-5258523 "" J084058.69-525852.3 5318548854093754880 24741953 "" tmgaia2 3.00055 3.00069 hsoy nan nan "" 270.361169579212 -6.75386292131754 165.025600142363 -66.2562747129944 14.198 0.037 13.492 0.08 nan nan nan nan nan nan nan nan nan nan 12.084 0.024 11.777 0.024 11.677 0.023 AAA-222-111-000-0-0 nan 11.567 0.023 11.637 0.022 11.89 0.334 9.21 nan 13.2991 0.000831 0.0061 gbprp splin nan nan nan nan nan nan nan nan nan nan nan nan DWARF nan nan 688.842 nan nan nan "" nan "" "" nan nan nan "" nan nan nan nan nan nan nan nan nan nan nan nan "" nan nan "" 13.6851 0.00201 12.739 0.001284 0 "" ucac4 apassdr9 "" 51.9720767372273 46.5146348439313 130.244623210518 -52.9812077682156 0.581762606293838 0.605396796527263 -1 -1 305.2919067984153
93549541 129.993928529816 -53.0507196320989 -25.3046 24.6892 8.4225 STAR tmgaia2 20190415 "" "" 185-021033 08395854-5303025 "" J083958.49-530302.5 5318541982138813824 "" "" tmgaia2 0.0739888 0.0658333 gaia2 6.60926 0.0443661 gaia2 270.325170049881 -6.91602358391345 164.847019125996 -66.4060548913972 3.875 0.083 8.6653 0.0459 nan nan nan nan nan nan nan nan nan nan 8.17 0.043 8.063 0.033 8.033 0.029 AAA-111-111-000-0-0 nan 7.889 0.023 7.873 0.02 7.736 0.02 6.957 0.069 8.61858 0.000408 0.006 rered gaia2 7680.0 139.469 4.3348 0.0801573 nan nan 1.51101 0.0457462 1.8 0.293218 0.521755 0.10529 DWARF 7.15610361 0.299494 150.655 1.0145 0.0644683 0.0104567753 893 15.4332209 "" "" 0.000128981934 0.00721095 0.0137026 schlegel 0.227526 0.358909 0.0448136 0.0466789 0.11395 0.0966296 0.0862753 0.0740392 0.256694 0.342294 1.008 1.021 bj2018 137.518 141.421 dered 8.78028 0.001397 8.38943 0.002002 1 "" gaia2 bpbj "" 1.28227512127079 1.02123913049069 129.993747280531 -53.0506133315135 0.0368087704965775 0.0409907607219961 1 0 307.6958986577452
93549555 129.989998463715 -53.0547221981853 -25.4314 22.3184 5.3505 STAR tmgaia2 20190415 42504 8568-03117-1 185-021030 08395759-5303170 "" J083957.60-530316.7 5318541982145960064 "" "" tmgaia2 0.388777 0.399458 gaia2 6.76032 0.211087 gaia2 270.326952413128 -6.92032128006805 164.848866007861 -66.4106434179507 5.03 0.021 5.18 0.03 nan nan nan nan nan nan nan nan nan nan 5.544 0.054 5.54 0.046 5.533 0.016 AAA-111-111-000-0-0 nan 5.32 0.155 5.332 0.058 5.664 0.015 5.559 0.036 5.17632 0.00329533 0.007 rered gaia2 nan nan nan nan nan nan nan nan nan nan nan nan "" nan nan 147.566 4.6395 0.0631416 0.001846765 "" nan "" "" nan 0.00179418 0.00189935 schlegel nan nan nan nan nan nan nan nan nan nan 4.497 4.782 bj2018 nan nan "" 5.10018 0.001534 5.29565 0.007921 1 "" hipvmag tycho2b3 "" 6.73767532538207 6.19585976608438 129.98981628928 -53.0546261052128 0.185725572648709 0.229739122010629 -1 0 319.2290971349995
93549298 130.0406158956 -52.9625547072047 -1.10306 -1.3836 12.5818 STAR tmgaia2 20190415 "" "" 186-020361 08400974-5257451 "" J084009.77-525745.0 5318546689430112256 24741779 "" tmgaia2 0.0280489 0.0274564 gaia2 1.06963 0.0167378 gaia2 270.271406743753 -6.84043770937076 164.760693695147 -66.3202392113799 13.825 0.046 13.241 0.08 nan nan nan nan nan nan nan nan nan nan 11.874 0.024 11.54 0.025 11.472 0.023 AAA-222-111-000-0-0 nan 11.321 0.023 11.35 0.021 11.649 0.329 9.447 nan 13.0504 0.000285 0.0063 rered gaia2 6795.0 142.894 4.00447 0.0899126 nan nan 1.99056 0.0885905 1.46 0.246572 0.185109 0.0438396 DWARF 7.61030769 0.470262 910.549 13.9865 0.293893 0.01054397 989 0.2877344 "" "" 2.38706925e-05 0.00936554 0.0117224 schlegel 0.156877 0.336268 0.0872653 0.0899156 0.0297067 0.0579724 0.0755712 0.104254 0.412516 0.528008 13.776 14.197 bj2018 154.439 131.349 dered 13.416 0.001055 12.5096 0.000991 1 "" ucac4 apassdr9 "" 0.48591543781939 0.425870792767789 130.040608010832 -52.9625606643717 0.0137940255481708 0.0158912688928516 1 0 323.0788516447314
93554847 130.282101742001 -53.0282657196558 -3.26143 3.27389 11.1583 STAR tmgaia2 20190415 "" "" 185-021275 08410770-5301416 "" J084107.69-530141.7 5318495763992967424 26282377 "" tmgaia2 0.048562 0.0575477 gaia2 0.19239 0.0261439 gaia2 270.412626993899 -6.76441282684524 165.143398228497 -66.2780631206473 14.97 0.065 13.301 0.092 nan nan nan nan nan nan nan nan nan nan 9.442 0.024 8.516 0.051 8.221 0.029 AAA-211-111-000-0-0 nan 8.049 0.024 8.259 0.02 8.05 0.028 8.219 0.195 12.3189 0.000484 0.0063 rered gaia2 3984.0 122.0 nan nan nan nan 65.7811 nan nan nan nan nan GIANT nan nan 4503.69 558.835 0.471137 0.00352759 "" nan "" "" nan 0.00402821 0.00302697 schlegel nan nan nan nan nan nan nan nan nan nan 493.03 624.64 bj2018 nan nan dered 13.6178 0.003248 11.2026 0.001786 1 "" ucac4 apassdr9 "" 0.841490788375242 0.8924015399028 130.282078393517 -53.0282516237435 0.0227571261781855 0.0271202490303111 0 0 323.254324374225
