ID ra dec pmRA pmDEC Tmag objType typeSrc version HIP TYC UCAC TWOMASS SDSS ALLWISE GAIA APASS KIC POSflag e_pmRA e_pmDEC PMflag plx e_plx PARflag gallong gallat eclong eclat Bmag e_Bmag Vmag e_Vmag umag e_umag gmag e_gmag rmag e_rmag imag e_imag zmag e_zmag Jmag e_Jmag Hmag e_Hmag Kmag e_Kmag TWOMflag prox w1mag e_w1mag w2mag e_w2mag w3mag e_w3mag w4mag e_w4mag GAIAmag e_GAIAmag e_Tmag TESSflag SPFlag Teff e_Teff logg e_logg MH e_MH rad e_rad mass e_mass rho e_rho lumclass lum e_lum d e_d ebv e_ebv numcont contratio disposition duplicate_id priority eneg_EBV epos_EBV EBVflag eneg_Mass epos_Mass eneg_Rad epos_Rad eneg_rho epos_rho eneg_logg epos_logg eneg_lum epos_lum eneg_dist epos_dist distflag eneg_Teff epos_Teff TeffFlag gaiabp e_gaiabp gaiarp e_gaiarp gaiaqflag starchareFlag VmagFlag BmagFlag splists e_RA e_Dec RA_orig Dec_orig e_RA_orig e_Dec_orig raddflag wdflag dstArcSec
339568155 253.549200817897 -41.8285731094217 -0.729627 -1.93264 9.883 STAR tmgaia2 20190415 "" "" 241-108165 16541180-4149428 "" "" 5966509885480893824 "" "" tmgaia2 0.0944592 0.0606168 gaia2 0.646723 0.0436926 gaia2 343.465126435213 1.1774779167267 257.09448680917 -19.1234946633357 nan nan 11.238 0.046 nan nan nan nan nan nan nan nan nan nan 10.455 0.035 10.354 0.061 10.258 0.038 AAA-222-111-0cc-0-0 nan nan nan nan nan nan nan nan nan 11.0265 0.000727 0.6 rered gaia2 nan nan nan nan nan nan nan nan nan nan nan nan "" nan nan 1485.6 99.12 1.08112 0.0636176 "" nan "" "" nan 0.0599877 0.0672475 schlegel nan nan nan nan nan nan nan nan nan nan 92.66 105.58 bj2018 nan nan "" 11.146 0.002639 10.769 0.002479 1 "" ucac4 "" "" 1.56822569089118 0.940257781845817 253.549196601998 -41.8285814305107 0.0513735514710845 0.0362070583375153 -1 0 37.49182347468481
339568147 253.551493580802 -41.8293062918014 -0.792873 -3.26901 11.092 STAR tmgaia2 20190415 "" "" 241-108174 16541236-4149455 "" J165412.32-414945.6 5966509881178433920 "" "" tmgaia2 0.174352 0.0936188 gaia2 0.563079 0.055306 gaia2 343.465634514874 1.17568955288593 257.096374645125 -19.1240189399781 nan nan 13.107 0.115 nan nan nan nan nan nan nan nan nan nan 9.44 0.026 8.605 0.046 8.377 0.036 AAA-211-111-000-0-0 nan 7.924 0.023 8.02 0.021 7.925 0.031 5.868 0.07 12.204 0.000305 0.0728 rered gaia2 6560.0 123.0 nan nan nan nan 18.6723 nan nan nan nan nan GIANT nan nan 1700.28 167.5 1.2155 0.103548847 "" nan "" "" nan 0.0950757 0.112022 schlegel nan nan nan nan nan nan nan nan nan nan 151.51 183.49 bj2018 nan nan dered 13.3333 0.004494 11.1545 0.00116 1 "" ucac4 "" "" 2.89452494737357 1.45248763257425 253.551488999406 -41.8293203667058 0.0917183235408826 0.0636715919951088 0 0 44.04538817900897
339565722 253.521236 -41.833851 nan nan 11.522 STAR 2mass 20190415 "" "" "" 16540509-4150018 "" "" "" "" "" 2mass nan nan "" nan nan "" 343.447881 1.190325 257.073257 -19.131213 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 11.022 nan 10.991 nan 13.486 0.107 UUA-002-001-00c-0-0 nan nan nan nan nan nan nan nan nan nan nan 0.75 jhk "" nan nan nan nan nan nan nan nan nan nan nan nan "" nan nan nan nan nan nan "" nan "" "" nan nan nan "" nan nan nan nan nan nan nan nan nan nan nan nan "" nan nan "" nan nan nan nan "" "" "" "" "" 110.093 139.927 253.521236 -41.833851 110.093 139.927 "" 0 46.08815142929996
339565607 253.51738604156 -41.8251144894342 -0.339454 -2.40171 12.8363 STAR tmgaia2 20190415 "" "" 241-108070 16540417-4149303 "" J165404.20-414930.0 5966509812458921472 21432990 "" tmgaia2 0.0850023 0.0591839 gaia2 0.635644 0.0545918 gaia2 343.452857994315 1.19805810378095 257.06913739657 -19.1228899449502 13.381 0.0 13.091 0.114 nan nan nan nan nan nan nan nan nan nan 12.043 0.026 11.917 0.042 11.783 0.033 AAA-222-111-sss-0-0 nan 11.596 0.052 11.792 0.044 9.757 0.162 7.287 0.318 12.8866 0.000363 0.0877 rered gaia2 nan nan nan nan nan nan nan nan nan nan nan nan "" nan nan 1513.75 128.87 1.10728 0.0826924 "" nan "" "" nan 0.076725 0.0886598 schlegel nan nan nan nan nan nan nan nan nan nan 118.19 139.55 bj2018 nan nan "" 13.079 0.00382 12.5303 0.001143 1 "" ucac4 apassdr9 "" 1.41117751150633 0.91803530648757 253.517384080248 -41.8251248301301 0.0453964466275906 0.0354538551151263 -1 0 48.80802865206518
339565739 253.521164647992 -41.8352580757161 -0.541838 -2.46799 8.3047 STAR tmgaia2 20190415 "" "" 241-108083 16540508-4150069 "" J165405.08-415006.9 5966509816761428992 21433039 "" tmgaia2 0.0888718 0.0703359 gaia2 0.67783 0.0514364 gaia2 343.446761180814 1.1894752972303 257.073378479734 -19.1326246276926 5.376 0.882 9.872 0.012 nan nan nan nan nan nan nan nan nan nan 9.108 0.023 9.064 0.021 9.079 0.02 AAA-122-111-dd0-0-0 nan 9.079 0.024 9.168 0.02 9.194 0.136 8.274 nan 9.41984 0.000527 0.6 rered gaia2 nan nan nan nan nan nan nan nan nan nan nan nan "" nan nan 1422.04 107.055 1.03802 0.06919315 "" nan "" "" nan 0.0647218 0.0736645 schlegel nan nan nan nan nan nan nan nan nan nan 99.19 114.92 bj2018 nan nan "" 9.51092 0.003125 9.25537 0.002336 1 "" ucac4 bpbj "" 1.47536968983499 1.09101619492138 253.52116151684 -41.8352687017843 0.0443207052478497 0.0420265863368399 -1 0 49.25736271085305
339565509 253.521145282274 -41.8170628896455 -5.86094 -8.47884 10.5534 STAR tmgaia2 20190415 "" "" 241-108082 16540506-4149013 "" J165405.06-414901.6 5966509846818663680 21433030 "" tmgaia2 0.221613 0.130032 gaia2 0.590865 0.0672493 gaia2 343.460874770511 1.20096260585758 257.071063445989 -19.1145613825264 5.426 0.889 12.118 0.069 nan nan nan nan nan nan nan nan nan nan 9.136 0.035 8.378 0.049 8.155 0.029 AAA-111-111-000-0-0 nan 8.024 0.023 8.176 0.02 7.909 0.042 7.232 0.25 11.4912 0.001142 0.0904 rered gaia2 7680.0 123.0 nan nan nan nan 17.7823 nan nan nan nan nan GIANT nan nan 1628.94 187.505 1.18822 0.1185495 "" nan "" "" nan 0.107232 0.129867 schlegel nan nan nan nan nan nan nan nan nan nan 166.69 208.32 bj2018 nan nan dered 12.4254 0.003005 10.5625 0.001175 1 "" ucac4 bpbj "" 3.67946374516213 2.01725579567715 253.521111422934 -41.8170993957674 0.130838733411202 0.0842426209057048 0 0 51.68163744250231
1338692730 253.546664275083 -41.8148444994725 nan nan 11.6315 STAR gaia2 20190415 "" "" "" "" "" "" 5966509885467800960 "" "" gaia2 nan nan "" nan nan "" 343.474586723677 1.18760378869814 257.090780129666 -19.1100897971369 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "" nan nan nan nan nan nan nan nan nan 12.0615 0.006295 0.6 goffs "" nan nan nan nan nan nan nan nan nan nan nan nan "" nan nan nan nan nan nan "" nan "" "" nan nan nan "" nan nan nan nan nan nan nan nan nan nan nan nan "" nan nan "" nan 0.0 nan 0.0 -1 "" "" "" "" 0.435710926681786 0.34662537030903 253.546664275083 -41.8148444994725 0.435710926681786 0.34662537030903 -1 -1 52.114501202891475
339568328 253.547133293206 -41.8149909767687 -0.6696 -2.36031 8.1194 STAR tmgaia2 20190415 "" "" 241-108156 16541130-4148538 "" J165411.30-414853.9 5966509885480910848 21433370 "" tmgaia2 0.0823197 0.058922 gaia2 0.637835 0.0467184 gaia2 343.474699655108 1.1872370545018 257.09115384318 -19.1101931195485 4.844 0.829 9.759 0.057 nan nan nan nan nan nan nan nan nan nan 8.796 0.029 8.783 0.047 8.755 0.021 AAA-112-111-000-0-0 nan 8.759 0.023 8.84 0.024 9.531 0.206 8.007 nan 9.28078 0.000372 0.6 rered gaia2 nan nan nan nan nan nan nan nan nan nan nan nan "" nan nan 1506.3 109.025 1.10808 0.07051885 "" nan "" "" nan 0.0661695 0.0748682 schlegel nan nan nan nan nan nan nan nan nan nan 101.32 116.73 bj2018 nan nan "" 9.37833 0.004232 9.05226 0.004806 1 "" ucac4 bpbj "" 1.36660433470017 0.913951995728465 253.547129424973 -41.8150011392147 0.044226010651419 0.0347534144372004 -1 0 52.4264250942393
339568247 253.554419143777 -41.821521959886 -0.334093 -2.05231 10.3146 STAR tmgaia2 20190415 "" "" 241-108187 16541306-4149175 "" J165413.01-414917.5 5966509881178436864 21433456 "" tmgaia2 0.101072 0.0649633 gaia2 0.64737 0.0522736 gaia2 343.473053017981 1.17890476374249 257.097683503451 -19.1160302465798 11.838 0.015 11.588 0.046 nan nan nan nan nan nan nan nan nan nan 10.898 0.023 10.821 0.022 10.763 0.023 AAA-222-111-000-0-0 nan 10.646 0.028 10.794 0.025 11.415 nan 7.992 nan 11.4626 0.000835 0.6 rered gaia2 nan nan nan nan nan nan nan nan nan nan nan nan "" nan nan 1486.64 118.95 1.08791 0.07671765 "" nan "" "" nan 0.0714857 0.0819496 schlegel nan nan nan nan nan nan nan nan nan nan 109.68 128.22 bj2018 nan nan "" 11.6003 0.002529 11.1922 0.0025 1 "" ucac4 apassdr9 "" 1.67787075248455 1.00770594393501 253.554417213548 -41.8215307962208 0.0517557602199945 0.0395085889602458 -1 0 54.133078597212275
339565454 253.536361 -41.811501 nan nan 12.799 STAR 2mass 20190415 "" "" "" 16540872-4148414 "" "" "" "" "" 2mass nan nan "" nan nan "" 343.472339 1.195672 257.082278 -19.107677 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 12.299 nan 14.297 0.214 13.754 0.057 UCA-022-011-0cc-0-0 nan nan nan nan nan nan nan nan nan nan nan 0.75 jhk "" nan nan nan nan nan nan nan nan nan nan nan nan "" nan nan nan nan nan nan "" nan "" "" nan nan nan "" nan nan nan nan nan nan nan nan nan nan nan nan "" nan nan "" nan nan nan nan "" "" "" "" "" 100.0 100.0 253.536361 -41.811501 100.0 100.0 "" 0 54.661876267529784
339565452 253.538638422111 -41.8114096949878 -0.0912878 -1.83641 8.161 STAR tmgaia2 20190415 "" "" 241-108131 16540927-4148410 "" J165409.27-414841.0 5966509949897897728 21433264 "" tmgaia2 0.0900378 0.0631381 gaia2 0.595203 0.0486354 gaia2 343.473486998645 1.19440939935738 257.084049021983 -19.1073924859974 9.588 0.0 9.872 0.023 nan nan nan nan nan nan nan nan nan nan 9.018 0.02 8.975 0.021 8.97 0.021 AAA-122-111-000-0-0 nan 8.997 0.023 9.089 0.021 9.81 0.365 7.894 nan 9.36949 0.000379 0.6 rered gaia2 nan nan nan nan nan nan nan nan nan nan nan nan "" nan nan 1610.14 129.755 1.17953 0.0827279 "" nan "" "" nan 0.0771306 0.0883252 schlegel nan nan nan nan nan nan nan nan nan nan 119.58 139.93 bj2018 nan nan "" 9.47633 0.001585 9.18716 0.002027 1 "" ucac4 apassdr9 "" 1.49462091125286 0.979338358048015 253.538637894777 -41.8114176017531 0.0453364444212566 0.0369634067677688 -1 0 55.59498150880694
339565441 253.536393 -41.810307 nan nan 12.304 STAR 2mass 20190415 "" "" 241-108120 16540873-4148371 "" "" "" "" "" 2mass nan nan "" nan nan "" 343.473281 1.196407 257.082152 -19.106489 nan nan 10.874 1.133 nan nan nan nan nan nan nan nan nan nan 13.747 nan 13.504 nan 14.072 0.093 UUA-002-001-00c-0-0 nan nan nan nan nan nan nan nan nan nan nan 0.627 vjk "" nan nan nan nan nan nan nan nan nan nan nan nan "" nan nan nan nan nan nan "" nan "" "" nan nan nan "" nan nan nan nan nan nan nan nan nan nan nan nan "" nan nan "" nan nan nan nan "" "" ucac4 "" "" 129.764 120.255 253.536393 -41.810307 129.764 120.255 "" 0 58.95996105369178
339568040 253.552982766698 -41.8379857384526 -0.975826 -2.17434 12.422 STAR tmgaia2 20190415 "" "" 241-108181 16541271-4150167 "" "" 5966509782402032000 "" "" tmgaia2 0.203863 0.196751 gaia2 0.788882 0.10127 gaia2 343.459595443419 1.16935640000095 257.098635813002 -19.1325042250395 nan nan 12.706 0.092 nan nan nan nan nan nan nan nan nan nan 11.711 0.026 11.604 0.022 11.493 0.021 AAA-222-111-000-0-0 nan nan nan nan nan nan nan nan nan 12.509 0.000325 0.1118 rered gaia2 nan nan nan nan nan nan nan nan nan nan nan nan "" nan nan 1243.84 168.65 0.914285 0.111417 "" nan "" "" nan 0.098386 0.124448 schlegel nan nan nan nan nan nan nan nan nan nan 146.64 190.66 bj2018 nan nan "" 12.6842 0.002982 12.1797 0.002262 1 "" ucac4 "" "" 3.3844774357296 3.0519680037786 253.552977127394 -41.8379951001945 0.104810589888691 0.119170117261391 -1 0 62.198848813978714
339568072 253.555921339407 -41.8358616235888 -0.695428 -2.33927 11.8763 STAR tmgaia2 20190415 "" "" 241-108196 16541342-4150091 "" "" 5966509778099223296 "" "" tmgaia2 0.192233 0.181903 gaia2 0.677583 0.116416 gaia2 343.462625151446 1.1689959726096 257.100668667502 -19.1301342903682 nan nan 9.137 0.138 nan nan nan nan nan nan nan nan nan nan 11.022 nan 11.058 0.088 10.982 0.054 UAA-622-012-0cc-0-0 nan nan nan nan nan nan nan nan nan 11.901 0.001138 0.1884 rered gaia2 nan nan nan nan nan nan nan nan nan nan nan nan "" nan nan 1453.26 280.59 1.05237 0.1786125 "" nan "" "" nan 0.150158 0.207067 schlegel nan nan nan nan nan nan nan nan nan nan 229.66 331.52 bj2018 nan nan "" 12.0689 0.008261 11.5789 0.003079 1 "" ucac4 "" "" 3.1916974603222 2.82130817177211 253.555917320658 -41.8358716954459 0.108697348938149 0.101090487167981 -1 0 64.08872058103753
339568137 253.560377080133 -41.8300501354103 -1.94568 -5.36009 11.3426 STAR tmgaia2 20190415 "" "" 241-108209 16541449-4149481 "" J165414.49-414948.3 5966509125264198656 "" "" tmgaia2 0.0833363 0.063324 gaia2 0.598814 0.0476266 gaia2 343.469230725084 1.17008223430577 257.103424557554 -19.123968588508 nan nan 12.717 0.24 nan nan nan nan nan nan nan nan nan nan 9.979 0.023 9.332 0.022 9.137 0.024 AAA-222-111-000-0-0 nan 8.977 0.024 9.104 0.023 9.615 0.122 7.825 nan 12.2108 0.000186 0.0616 rered gaia2 8049.0 122.0 nan nan nan nan 11.083 nan nan nan nan nan GIANT nan nan 1600.52 125.525 1.15108 0.0788691 "" nan "" "" nan 0.0736511 0.0840871 schlegel nan nan nan nan nan nan nan nan nan nan 115.94 135.11 bj2018 nan nan dered 13.0592 0.001856 11.3217 0.000876 1 "" ucac4 "" "" 1.38352063345951 0.982251268073687 253.560365837431 -41.8300732135763 0.0438377312440318 0.0378433236960854 0 0 67.9393245956645
339568077 253.55876396113 -41.8356966884173 -0.542759 -1.97852 7.6091 STAR tmgaia2 20190415 "" "" 241-108204 16541410-4150084 "" J165414.08-415008.5 5966509129566636160 21433527 "" tmgaia2 0.0937264 0.0673488 gaia2 0.684301 0.05054 gaia2 343.464088613984 1.16745585321068 257.102873601764 -19.1297181294181 8.88 0.0 8.79 0.06 nan nan nan nan nan nan nan nan nan nan 8.385 0.027 8.399 0.042 8.361 0.026 AAA-111-111-000-0-0 nan 8.296 0.023 8.344 0.021 8.46 0.04 7.121 0.197 8.71469 0.000455 0.6 rered gaia2 nan nan nan nan nan nan nan nan nan nan nan nan "" nan nan 1408.83 103.22 1.02351 0.0666304 "" nan "" "" nan 0.0624244 0.0708364 schlegel nan nan nan nan nan nan nan nan nan nan 95.84 110.6 bj2018 nan nan "" 8.81479 0.001723 8.53588 0.001825 1 "" apassdr9 apassdr9 "" 1.55594607728841 1.04464382218584 253.558760824635 -41.8357052070452 0.046152955406198 0.0392446591281897 -1 0 70.45271096400809
339567985 253.555104932252 -41.8423675441141 -0.37356 -1.54128 6.5798 STAR tmgaia2 20190415 "" 7876-02816-1 241-108191 16541323-4150325 "" J165413.22-415032.5 5966509022176616448 "" "" tmgaia2 0.0928639 0.0667507 gaia2 0.556561 0.0489026 gaia2 343.457190282905 1.16536672776713 257.100850229273 -19.1366663294793 7.845 0.031 7.727 0.003 nan nan nan nan nan nan nan nan nan nan 7.414 0.019 7.46 0.047 7.398 0.027 AAA-111-111-000-0-0 nan 7.334 0.028 7.404 0.021 7.607 0.027 8.197 0.485 7.80896 0.000522 0.6 rered gaia2 nan nan nan nan nan nan nan nan nan nan nan nan "" nan nan 1716.74 148.345 1.21087 0.09052275 "" nan "" "" nan 0.084008 0.0970375 schlegel nan nan nan nan nan nan nan nan nan nan 135.89 160.8 bj2018 nan nan "" 7.91745 0.001252 7.61291 0.001756 1 "" tycho2v3 tycho2b3 "" 1.54173580430425 1.0354058530439 253.555102773299 -41.8423741801808 0.0481511704634596 0.039924158254765 -1 0 77.2661591459743
